,用户码,用户名称,景区码,景区名称
31066,5289,倪赟波,7081,橘子洲
31067,5289,倪赟波,7126,长沙市广播电视台
31068,2858,栗小喜儿,7126,长沙市广播电视台
31069,2858,栗小喜儿,7083,太平老街
31070,2858,栗小喜儿,7096,火宫殿
31074,3766,maycchan,6949,天门山国家森林公园
31076,3766,maycchan,7081,橘子洲
31077,3766,maycchan,7082,岳麓山
31078,3766,maycchan,7084,岳麓书院
31080,2685,lww0316wen,7099,黄兴路步行街
31081,2685,lww0316wen,7124,贾谊故居
31082,2685,lww0316wen,7170,新民学会旧址
31083,2685,lww0316wen,7082,岳麓山
31084,2685,lww0316wen,7081,橘子洲
31089,554,qinorchid,7096,火宫殿
31092,5531,梦魇的魇,7081,橘子洲
31093,5531,梦魇的魇,7082,岳麓山
31094,5531,梦魇的魇,7167,湖南省广电中心
31097,6434,爱旅游用户1802,7096,火宫殿
31098,2928,幸福来敲门吧...,7098,周洛大峡谷
31099,2928,幸福来敲门吧...,7134,墨庄博物馆
31100,2928,幸福来敲门吧...,7081,橘子洲
31102,8,fuen1430,7082,岳麓山
31103,8,fuen1430,7084,岳麓书院
31104,8,fuen1430,7081,橘子洲
31106,8,fuen1430,7185,岳阳楼
31107,8,fuen1430,7124,贾谊故居
31109,1023,HunterWen,7081,橘子洲
31110,1023,HunterWen,7082,岳麓山
31114,6307,爱吃米的小米,7081,橘子洲
31115,6307,爱吃米的小米,7107,杜甫江阁
31116,6307,爱吃米的小米,7082,岳麓山
31117,6307,爱吃米的小米,7094,爱晚亭
31118,6307,爱吃米的小米,7084,岳麓书院
31121,902,爱旅游用户1803,7096,火宫殿
31123,152,爱旅游用户1804,7081,橘子洲
31125,152,爱旅游用户1804,7082,岳麓山
31126,152,爱旅游用户1804,7094,爱晚亭
31127,6392,爱旅游用户1805,7185,岳阳楼
31128,6392,爱旅游用户1805,7186,君山岛
31129,6392,爱旅游用户1805,7184,洞庭湖
31130,3708,惠旅商城,7194,玻璃桥景区石牛寨
31131,1935,爱旅游用户1806,7185,岳阳楼
31132,1935,爱旅游用户1806,7188,汴河街
31133,1935,爱旅游用户1806,7184,洞庭湖
31134,1935,爱旅游用户1806,7186,君山岛
31135,4242,爱旅游用户1807,7194,玻璃桥景区石牛寨
31136,3052,勒霸mvp6,8094,华中农业大学
31137,3052,勒霸mvp6,7189,南湖
31140,3052,勒霸mvp6,7184,洞庭湖
31141,3052,勒霸mvp6,7185,岳阳楼
31142,5954,厌荡头少女,7185,岳阳楼
31145,5954,厌荡头少女,347,朝天门广场
31147,5954,厌荡头少女,329,长江索道
31149,554,qinorchid,7185,岳阳楼
31151,554,qinorchid,7093,天心阁
31152,554,qinorchid,7083,太平老街
31154,8,fuen1430,7082,岳麓山
31155,8,fuen1430,7084,岳麓书院
31156,8,fuen1430,7081,橘子洲
31158,8,fuen1430,7185,岳阳楼
31159,8,fuen1430,7124,贾谊故居
31160,3653,tkkangna,8025,户部巷
31161,3653,tkkangna,8018,江汉路步行街
31162,3653,tkkangna,7185,岳阳楼
31163,3653,tkkangna,8016,黄鹤楼
31165,3653,tkkangna,8026,湖北省博物馆
31166,3653,tkkangna,8040,归元禅寺
31168,3029,爱旅游用户1808,7094,爱晚亭
31169,3029,爱旅游用户1808,7185,岳阳楼
31170,3029,爱旅游用户1808,6954,武陵源
31171,3029,爱旅游用户1808,6981,水绕四门
31172,3029,爱旅游用户1808,6965,杨家界
31173,3029,爱旅游用户1808,6958,天子山
31175,3029,爱旅游用户1808,6960,袁家界
31176,3432,qunarppb_812...,5835,白水寨风景名胜区
31178,3432,qunarppb_812...,7193,湖心岛
31180,2318,爱旅游用户1809,7185,岳阳楼
31186,1613,ooar5883,7194,玻璃桥景区石牛寨
31190,823,半半个白天,7222,凤凰古城
31191,1337,爱旅游用户1810,7230,虹桥风雨楼
31194,1337,爱旅游用户1810,7227,沈从文故居
31195,5399,爱旅游用户1811,7233,边城景区
31196,1524,baub2734,7222,凤凰古城
31198,1524,baub2734,7245,奇梁洞
31199,1524,baub2734,7246,南方长城
31206,2877,爱旅游用户1813,7230,虹桥风雨楼
31207,2877,爱旅游用户1813,7225,沱江
31209,2877,爱旅游用户1813,7273,万名塔
31210,2877,爱旅游用户1813,7274,杨家祠堂
31211,2877,爱旅游用户1813,7244,沱江跳岩
31212,2877,爱旅游用户1813,7227,沈从文故居
31213,3170,爱旅游用户1814,7221,芙蓉镇
31214,3714,哈小丫,7222,凤凰古城
31215,3714,哈小丫,7225,沱江
31216,3714,哈小丫,7273,万名塔
31217,3714,哈小丫,7230,虹桥风雨楼
31218,3714,哈小丫,7246,南方长城
31221,367,dldk0316,7273,万名塔
31222,367,dldk0316,7230,虹桥风雨楼
31223,367,dldk0316,7244,沱江跳岩
31225,1480,爱旅游用户1815,6949,天门山国家森林公园
31226,1480,爱旅游用户1815,6959,天门山玻璃栈道
31229,4365,爱旅游用户1816,7243,德夯大峡谷
31231,4365,爱旅游用户1816,7228,矮寨大桥
31232,4365,爱旅游用户1816,7321,矮寨特大悬索桥
31233,4365,爱旅游用户1816,7320,吉斗寨
31234,1542,karmen1728,10450,西江千户苗寨
31236,6014,飘渺瑞云,10406,黔灵山公园
31237,6014,飘渺瑞云,10422,文昌阁
31238,6014,飘渺瑞云,10411,花果园湿地公园
31240,4890,落香尘,6949,天门山国家森林公园
31249,225,tlxdgj,6955,十里画廊
31251,225,tlxdgj,6957,天门山索道
31252,225,tlxdgj,7062,玉壶峰
31253,225,tlxdgj,6963,天门洞
31256,1472,KIM,6950,张家界国家森林公园
31257,1472,KIM,7491,毛泽东故居
31258,1472,KIM,7083,太平老街
31259,7085,ykl1986,7222,凤凰古城
31263,7085,ykl1986,7083,太平老街
31264,4950,HB3788,6950,张家界国家森林公园
31265,4950,HB3788,6954,武陵源
31266,4950,HB3788,8560,黄龙洞
31267,4950,HB3788,6960,袁家界
31268,4950,HB3788,6949,天门山国家森林公园
31269,1444,-鸢土社-,6959,天门山玻璃栈道
31270,1444,-鸢土社-,6949,天门山国家森林公园
31276,5391,梦回桃花源,10620,铜仁大峡谷
31278,5391,梦回桃花源,342,酉阳桃花源
31280,5391,梦回桃花源,325,龚滩景区
31281,5391,梦回桃花源,326,阿依河景区
31285,1728,小毛驴嗷嗷跑,9502,华清宫
31287,3387,贩暖,323,解放碑步行街
31288,3387,贩暖,432,三峡广场
31292,4603,Connie_婷婷,7222,凤凰古城
31293,4603,Connie_婷婷,6949,天门山国家森林公园
31295,278,情调-士,6951,张家界大峡谷
31297,4033,爱旅游用户1819,6951,张家界大峡谷
31298,4033,爱旅游用户1819,7221,芙蓉镇
31300,3176,九九小匣子,7233,边城景区
31301,3176,九九小匣子,6949,天门山国家森林公园
31302,3176,九九小匣子,6963,天门洞
31304,3176,九九小匣子,6957,天门山索道
31305,3176,九九小匣子,7006,索溪峪
31310,1081,爱旅游用户1820,6955,十里画廊
31311,6572,鹿妹儿喵喵喵,7103,湖南第一师范
31313,6572,鹿妹儿喵喵喵,6949,天门山国家森林公园
31316,5873,侯闹闹,7222,凤凰古城
31317,5873,侯闹闹,6960,袁家界
31319,5873,侯闹闹,8560,黄龙洞
31320,5873,侯闹闹,6958,天子山
31322,5873,侯闹闹,6962,黄石寨
31323,4420,八二年生李闯,10575,荔波小七孔景区
31325,4420,八二年生李闯,5330,银子岩
31328,4420,八二年生李闯,10405,青岩古镇
31330,3792,lsjl_6,8560,黄龙洞
31335,479,行走的青年,7081,橘子洲
31336,479,行走的青年,7100,湘江
31337,5752,爱旅游用户1821,7253,湘西东门城楼
31338,5752,爱旅游用户1821,7274,杨家祠堂
31341,1169,爱旅游用户1822,6949,天门山国家森林公园
31343,3316,爱旅游用户1823,7228,矮寨大桥
31345,6574,大聪明哟,7081,橘子洲
31351,2056,爱旅游用户1824,6949,天门山国家森林公园
31352,2056,爱旅游用户1824,6963,天门洞
31353,2056,爱旅游用户1824,7271,猛洞河
31356,3210,静电小蜜蜂,6950,张家界国家森林公园
31359,3210,静电小蜜蜂,6958,天子山
31360,3210,静电小蜜蜂,7002,天波府
31361,3210,静电小蜜蜂,6960,袁家界
31362,3210,静电小蜜蜂,7004,贺龙公园
31363,7097,爱旅游用户1825,6949,天门山国家森林公园
31364,2448,太妹店小二,6949,天门山国家森林公园
31365,2448,太妹店小二,6950,张家界国家森林公园
31366,2448,太妹店小二,6958,天子山
31367,2448,太妹店小二,6955,十里画廊
31368,2448,太妹店小二,6954,武陵源
31374,392,_ZcJ_S,7100,湘江
31376,6058,爱旅游用户1826,6965,杨家界
31377,6058,爱旅游用户1826,6949,天门山国家森林公园
31378,6058,爱旅游用户1826,6950,张家界国家森林公园
31379,6058,爱旅游用户1826,6994,金鞭岩
31381,93,Joker-YLD,7222,凤凰古城
31382,93,Joker-YLD,7533,崀山国家级风景区
31388,6724,浅汐_若堇,7100,湘江
31389,6724,浅汐_若堇,6949,天门山国家森林公园
31390,6724,浅汐_若堇,7081,橘子洲
31392,6724,浅汐_若堇,7082,岳麓山
31393,1483,qunar用户,7222,凤凰古城
31395,1483,qunar用户,7318,南华门
31396,1483,qunar用户,7230,虹桥风雨楼
31397,1483,qunar用户,7227,沈从文故居
31398,1483,qunar用户,7225,沱江
31399,2223,lsh17197,7222,凤凰古城
31400,2223,lsh17197,6954,武陵源
31401,2223,lsh17197,6949,天门山国家森林公园
31402,2223,lsh17197,7422,南岳忠烈祠
31403,2223,lsh17197,7417,南天门
31404,2223,lsh17197,7426,半山亭
31405,6053,爱旅游用户1827,6950,张家界国家森林公园
31406,6053,爱旅游用户1827,6954,武陵源
31407,6053,爱旅游用户1827,6958,天子山
31410,1675,爱旅游用户1828,6949,天门山国家森林公园
31412,1675,爱旅游用户1828,7007,丁香榕村
31415,3358,南天碧波,7222,凤凰古城
31417,3358,南天碧波,9079,洱海
31418,3358,南天碧波,9140,马久邑
31419,3358,南天碧波,9092,环海西路
31420,3358,南天碧波,9082,双廊
31421,3358,南天碧波,7230,虹桥风雨楼
31422,3358,南天碧波,7273,万名塔
31423,4984,走遍天涯海角...,6949,天门山国家森林公园
31427,4984,走遍天涯海角...,7007,丁香榕村
31431,5213,OAOA-oaoa,7081,橘子洲
31434,1823,屠育玮图图,7222,凤凰古城
31436,1823,屠育玮图图,7225,沱江
31438,553,爱旅游用户1829,6949,天门山国家森林公园
31440,553,爱旅游用户1829,6963,天门洞
31442,4336,动感1琳1,7222,凤凰古城
31443,4336,动感1琳1,6957,天门山索道
31444,1022,小Ca穷白领的...,6950,张家界国家森林公园
31445,1022,小Ca穷白领的...,6958,天子山
31446,1022,小Ca穷白领的...,7222,凤凰古城
31447,1022,小Ca穷白领的...,6954,武陵源
31448,1022,小Ca穷白领的...,6949,天门山国家森林公园
31450,540,路人甲的三妹,6949,天门山国家森林公园
31452,4590,安妮与丸子,6949,天门山国家森林公园
31454,4590,安妮与丸子,6951,张家界大峡谷
31460,3806,爱旅游用户1830,7225,沱江
31461,3806,爱旅游用户1830,7082,岳麓山
31462,3806,爱旅游用户1830,7084,岳麓书院
31464,3285,-我是咚咚锵-,6050,海上田园
31465,3285,-我是咚咚锵-,9625,凤凰山
31467,6131,爱旅游用户1831,6949,天门山国家森林公园
31469,6131,爱旅游用户1831,6992,西海峰林
31470,6131,爱旅游用户1831,6959,天门山玻璃栈道
31472,1469,太空精灵儿,336,大足石刻
31474,1469,太空精灵儿,343,南山一棵树观景台
31475,1469,太空精灵儿,430,南山植物园
31476,1469,太空精灵儿,7327,洪江古商城
31477,1469,太空精灵儿,5545,程阳八寨
31479,6906,火焰窝瓜,9498,西安钟楼
31481,6906,火焰窝瓜,9497,陕西历史博物馆
31487,3083,旅行啦文龙,7327,洪江古商城
31488,3083,旅行啦文龙,7357,嵩云山
31490,5289,倪赟波,7081,橘子洲
31491,5289,倪赟波,7126,长沙市广播电视台
31492,5289,倪赟波,7182,湖南师范大学
31495,5667,Rita,7082,岳麓山
31498,5667,Rita,7096,火宫殿
31501,208,bncc0619,6966,天门山通天大道
31502,208,bncc0619,7362,东江湖风景区
31508,6575,洁宝宝52旅行,7361,雾漫小东江
31509,2413,东江湖自由行...,7359,仰天湖大草原
31510,2413,东江湖自由行...,7361,雾漫小东江
31513,734,leogec,7361,雾漫小东江
31514,1501,朝画西拾,7361,雾漫小东江
31521,5900,xm_leung,7361,雾漫小东江
31522,4305,书忘笑,7361,雾漫小东江
31527,2942,王鋆鋆,7359,仰天湖大草原
31530,2888,A莽山大峡谷...,7376,猴王寨风景区
31533,2846,林鸥sze,7361,雾漫小东江
31534,2846,林鸥sze,7359,仰天湖大草原
31538,5870,NiKKi_whatev...,7361,雾漫小东江
31544,2554,肥kenyang,7361,雾漫小东江
31548,6127,爱旅游用户1836,7361,雾漫小东江
31551,1931,爱旅游用户1837,7361,雾漫小东江
31553,2867,红色最甜蜜,7361,雾漫小东江
31556,3649,胡思乱想的熊,7367,汝城温泉福泉山庄
31557,892,在路上的小樱...,7361,雾漫小东江
31560,1242,大头熊XX,7361,雾漫小东江
31563,7098,漫无路地,7361,雾漫小东江
31566,6476,木木诗和远方,7360,高椅岭旅游区
31567,6476,木木诗和远方,7366,飞天山风景区
31568,6476,木木诗和远方,7370,飞天山国家地质公园
31569,6829,侯小杰,7364,小东江
31570,6829,侯小杰,7361,雾漫小东江
31571,6829,侯小杰,7359,仰天湖大草原
31572,6829,侯小杰,7360,高椅岭旅游区
31575,6829,侯小杰,7365,白廊景区
31576,1041,爱旅游用户1838,7416,蔡伦竹海
31577,1041,爱旅游用户1838,7360,高椅岭旅游区
31578,1041,爱旅游用户1838,7361,雾漫小东江
31581,5392,笑飛雪,7362,东江湖风景区
31582,5392,笑飛雪,7360,高椅岭旅游区
31583,818,vyxy5207,7362,东江湖风景区
31584,818,vyxy5207,7375,龙景大峡谷瀑布群
31586,818,vyxy5207,7386,东江大坝
31587,818,vyxy5207,7361,雾漫小东江
31588,688,wpdo7671,7362,东江湖风景区
31589,688,wpdo7671,7360,高椅岭旅游区
31590,5660,一枚很逊的苹...,7361,雾漫小东江
31592,5660,一枚很逊的苹...,7362,东江湖风景区
31593,6395,是差点一米八...,7361,雾漫小东江
31595,6395,是差点一米八...,7364,小东江
31597,2658,zhao-cici,7081,橘子洲
31598,2658,zhao-cici,7099,黄兴路步行街
31600,2658,zhao-cici,7082,岳麓山
31604,208,bncc0619,6966,天门山通天大道
31605,208,bncc0619,7362,东江湖风景区
31606,4650,jaov6696,7362,东江湖风景区
31611,5635,我知道很简单,7386,东江大坝
31612,5635,我知道很简单,7362,东江湖风景区
31616,5274,蜜儿,7359,仰天湖大草原
31617,5274,蜜儿,7361,雾漫小东江
31620,531,alar2544,7364,小东江
31621,5391,梦回桃花源,7361,雾漫小东江
31622,5391,梦回桃花源,7364,小东江
31629,6228,曦曦沱,7396,桃花源
31632,1645,ibta7325,7396,桃花源
31635,6441,左心房疼你,7409,衡山风景名胜区
31636,2185,sisiwong,7409,衡山风景名胜区
31637,2185,sisiwong,7422,南岳忠烈祠
31638,2185,sisiwong,7426,半山亭
31639,2185,sisiwong,7411,祝融峰
31640,938,爱旅游用户1840,7409,衡山风景名胜区
31641,938,爱旅游用户1840,7411,祝融峰
31642,1543,lvpf7893,7410,南岳大庙
31643,1543,lvpf7893,7409,衡山风景名胜区
31644,1543,lvpf7893,7411,祝融峰
31645,1543,lvpf7893,7417,南天门
31646,3426,张晓轩,7409,衡山风景名胜区
31647,367,dldk0316,7426,半山亭
31648,367,dldk0316,7417,南天门
31649,367,dldk0316,10551,水帘洞
31650,367,dldk0316,7414,上封寺
31651,367,dldk0316,7411,祝融峰
31652,367,dldk0316,7410,南岳大庙
31653,4131,爱旅游用户1841,7409,衡山风景名胜区
31654,4131,爱旅游用户1841,7417,南天门
31655,5989,爱旅行的旅行...,7411,祝融峰
31656,5989,爱旅行的旅行...,7422,南岳忠烈祠
31657,5989,爱旅行的旅行...,7414,上封寺
31658,5989,爱旅行的旅行...,7410,南岳大庙
31659,5989,爱旅行的旅行...,7426,半山亭
31660,5989,爱旅行的旅行...,7409,衡山风景名胜区
31661,5989,爱旅行的旅行...,7417,南天门
31662,2223,lsh17197,7222,凤凰古城
31663,2223,lsh17197,6954,武陵源
31664,2223,lsh17197,6949,天门山国家森林公园
31665,2223,lsh17197,7422,南岳忠烈祠
31666,2223,lsh17197,7417,南天门
31667,2223,lsh17197,7426,半山亭
31668,1842,爱旅游用户1842,7416,蔡伦竹海
31669,1842,爱旅游用户1842,7360,高椅岭旅游区
31670,1842,爱旅游用户1842,7361,雾漫小东江
31672,7141,紫荆孩子,7411,祝融峰
31675,1105,爱旅游用户1843,6791,开元寺
31676,1105,爱旅游用户1843,6790,广济桥
31677,1105,爱旅游用户1843,6798,甲第巷
31678,1105,爱旅游用户1843,7413,西湖公园
31680,2450,爱旅游用户1844,7096,火宫殿
31681,858,世界有多美,7409,衡山风景名胜区
31682,4710,爱旅游用户1845,7409,衡山风景名胜区
31683,4710,爱旅游用户1845,7411,祝融峰
31684,5716,SyAiYunyun,7409,衡山风景名胜区
31685,3573,陶宝-南岳长...,7433,藏经殿
31686,3573,陶宝-南岳长...,10551,水帘洞
31687,3573,陶宝-南岳长...,7411,祝融峰
31688,3573,陶宝-南岳长...,7424,麻姑仙境
31689,3573,陶宝-南岳长...,7410,南岳大庙
31690,3573,陶宝-南岳长...,7409,衡山风景名胜区
31691,3573,陶宝-南岳长...,7417,南天门
31692,3573,陶宝-南岳长...,7426,半山亭
31693,3573,陶宝-南岳长...,9194,祝圣寺
31696,3621,爱旅游用户1846,8275,襄阳古城
31699,4991,多啦A梦爱旅...,7414,上封寺
31700,4991,多啦A梦爱旅...,7411,祝融峰
31701,4445,eubn2817,7467,舜帝陵景区
31702,7092,爱旅游用户1847,7489,三分石景区
31703,7092,爱旅游用户1847,7463,宁远文庙
31705,7092,爱旅游用户1847,7474,紫霞岩
31706,7092,爱旅游用户1847,7460,九嶷山国家森林公园
31707,7092,爱旅游用户1847,7467,舜帝陵景区
31708,2531,keyword,7467,舜帝陵景区
31709,2531,keyword,7474,紫霞岩
31710,5320,rqnv4437,7474,紫霞岩
31711,5320,rqnv4437,7467,舜帝陵景区
31712,1801,爱旅游用户1848,7474,紫霞岩
31714,325,qezs9826,7474,紫霞岩
31715,1212,爱旅游用户1849,7474,紫霞岩
31717,6784,爱旅游用户1850,4423,舜帝陵
31718,1472,KIM,6949,天门山国家森林公园
31719,1472,KIM,7082,岳麓山
31727,338,glasses2500,3054,温汤镇
31731,535,小闲人,10411,花果园湿地公园
31739,5716,SyAiYunyun,7507,神龙公园
31744,2898,韩玺叶,6371,南海影视城
31745,2898,韩玺叶,6034,小梅沙
31747,2898,韩玺叶,8437,宝瓶口
31748,5829,磨墨书童,7516,柘溪镇
31750,5829,磨墨书童,7519,龙泉洞
31753,93,Joker-YLD,7222,凤凰古城
31754,93,Joker-YLD,7533,崀山国家级风景区
31759,6643,爱旅游用户1853,7793,一线天
31762,489,石头与水的梦...,7588,香山寺
31763,489,石头与水的梦...,7593,白园
31764,489,石头与水的梦...,7584,隋唐城遗址植物园
31765,489,石头与水的梦...,7561,丽景门景区
31766,489,石头与水的梦...,7562,洛阳老街
31767,489,石头与水的梦...,7563,洛阳博物馆
31768,3841,ggng3564,7563,洛阳博物馆
31769,3841,ggng3564,7584,隋唐城遗址植物园
31770,3841,ggng3564,7560,白马寺
31771,3841,ggng3564,7578,神州牡丹园
31773,3841,ggng3564,7558,洛邑古城
31774,3323,爱旅游用户1855,7573,天子驾六博物馆
31775,3323,爱旅游用户1855,7561,丽景门景区
31777,3323,爱旅游用户1855,7588,香山寺
31778,3552,ritx3591,7563,洛阳博物馆
31779,3552,ritx3591,7557,龙门石窟
31780,3552,ritx3591,7558,洛邑古城
31781,3552,ritx3591,7560,白马寺
31782,3552,ritx3591,7587,关林庙
31789,6600,爱旅游用户1856,7559,隋唐洛阳城国家遗址公园天堂明堂景区
31791,6600,爱旅游用户1856,7561,丽景门景区
31793,4068,爱旅游用户1857,7559,隋唐洛阳城国家遗址公园天堂明堂景区
31794,4068,爱旅游用户1857,7563,洛阳博物馆
31796,4068,爱旅游用户1857,7560,白马寺
31798,2596,明月照我心,7563,洛阳博物馆
31799,2596,明月照我心,7584,隋唐城遗址植物园
31800,2596,明月照我心,7561,丽景门景区
31801,2596,明月照我心,7558,洛邑古城
31802,2596,明月照我心,7560,白马寺
31803,2596,明月照我心,7572,王城公园
31804,6010,薛紫陌,7560,白马寺
31805,6010,薛紫陌,7561,丽景门景区
31806,6010,薛紫陌,7587,关林庙
31807,6010,薛紫陌,7589,中国国花园
31810,3712,考拉0630,7557,龙门石窟
31811,3712,考拉0630,7561,丽景门景区
31812,3712,考拉0630,7560,白马寺
31813,3712,考拉0630,7573,天子驾六博物馆
31817,3411,ubly0087,7561,丽景门景区
31818,3411,ubly0087,7560,白马寺
31820,4917,Capricornus_...,7587,关林庙
31824,4424,HoganXuan,7561,丽景门景区
31825,4424,HoganXuan,7589,中国国花园
31826,6305,风景故事,7572,王城公园
31827,6305,风景故事,7558,洛邑古城
31828,6305,风景故事,7579,西苑公园
31829,6305,风景故事,7584,隋唐城遗址植物园
31830,3394,涵三月,7558,洛邑古城
31832,3113,cy,7558,洛邑古城
31833,3113,cy,7557,龙门石窟
31834,6305,风景故事,7612,国家牡丹园
31836,1129,用脚丈量远方,7589,中国国花园
31837,1129,用脚丈量远方,7560,白马寺
31840,1129,用脚丈量远方,7578,神州牡丹园
31841,4153,apf007,7557,龙门石窟
31842,4153,apf007,7586,西山石窟
31843,4153,apf007,7605,东山石窟
31844,4541,爱旅游用户1858,7623,神灵寨风景区
31846,5483,小钰微博,7903,郭亮村
31847,5483,小钰微博,7560,白马寺
31849,5483,小钰微博,7561,丽景门景区
31850,5483,小钰微博,7573,天子驾六博物馆
31852,5266,周杨fly,7562,洛阳老街
31854,5266,周杨fly,9496,西安城墙
31857,5266,周杨fly,9497,陕西历史博物馆
31858,1584,小超人,7574,黄鹿山
31861,6252,爱旅游用户1859,7589,中国国花园
31864,1746,爱旅游用户1860,7561,丽景门景区
31865,1746,爱旅游用户1860,7572,王城公园
31867,5453,jlu_wqc,7589,中国国花园
31868,5453,jlu_wqc,7560,白马寺
31870,2751,爱旅游用户1861,7589,中国国花园
31871,61,aoro7626,7556,老君山景区
31872,1432,冰鉴初心,7562,洛阳老街
31873,1432,冰鉴初心,7722,法王寺
31874,1432,冰鉴初心,7709,太室山
31875,1432,冰鉴初心,7558,洛邑古城
31877,1432,冰鉴初心,7652,嵩阳书院
31878,1432,冰鉴初心,7697,塔林
31880,4687,小太阳啾啾,7563,洛阳博物馆
31882,4687,小太阳啾啾,7559,隋唐洛阳城国家遗址公园天堂明堂景区
31883,4687,小太阳啾啾,7560,白马寺
31885,6492,爱旅游用户1862,7573,天子驾六博物馆
31887,6492,爱旅游用户1862,7561,丽景门景区
31888,451,爱旅游用户1863,7563,洛阳博物馆
31890,3162,一杯牛二,7563,洛阳博物馆
31891,3162,一杯牛二,7557,龙门石窟
31895,6969,blanche115,7560,白马寺
31896,6969,blanche115,9497,陕西历史博物馆
31898,6969,blanche115,9491,大唐不夜城
31899,6969,blanche115,9495,大唐芙蓉园
31902,2975,爱旅游用户1864,9496,西安城墙
31904,2975,爱旅游用户1864,9500,回民街
31907,3698,ywfn1113,7560,白马寺
31908,3698,ywfn1113,7649,二七广场
31909,3698,ywfn1113,7743,大宋御河
31910,3698,ywfn1113,7562,洛阳老街
31913,3781,羽1984,7559,隋唐洛阳城国家遗址公园天堂明堂景区
31915,3781,羽1984,9491,大唐不夜城
31917,3781,羽1984,9502,华清宫
31925,3289,小鱼盆儿,9582,都城隍庙
31926,4823,瞄一瞄,7557,龙门石窟
31927,4823,瞄一瞄,7748,云台山风景名胜区
31928,4823,瞄一瞄,7769,泉瀑峡
31929,4823,瞄一瞄,7752,红石峡
31931,316,飞行家瑜小鱼,7589,中国国花园
31933,316,飞行家瑜小鱼,7557,龙门石窟
31934,316,飞行家瑜小鱼,7558,洛邑古城
31935,316,飞行家瑜小鱼,7726,开封府
31936,7154,辣眼睛圆圆,7738,河南大学
31937,7154,辣眼睛圆圆,7563,洛阳博物馆
31939,7154,辣眼睛圆圆,7561,丽景门景区
31940,7154,辣眼睛圆圆,7649,二七广场
31941,76,紫色玫瑰9866,7557,龙门石窟
31943,6822,爱旅游用户1865,7557,龙门石窟
31944,6822,爱旅游用户1865,7726,开封府
31946,3859,白饭Jun的小...,7726,开封府
31948,3859,白饭Jun的小...,7562,洛阳老街
31949,3859,白饭Jun的小...,7634,国际牡丹园
31951,7013,xylh2514,7557,龙门石窟
31954,272,云儿就是我,9520,西安鼓楼
31955,272,云儿就是我,9500,回民街
31956,272,云儿就是我,9496,西安城墙
31958,272,云儿就是我,9495,大唐芙蓉园
31959,272,云儿就是我,9502,华清宫
31960,2269,爱旅游用户1866,7643,嵩山风景名胜区
31961,2269,爱旅游用户1866,7560,白马寺
31962,6031,lishujum,9502,华清宫
31964,6031,lishujum,7561,丽景门景区
31965,6031,lishujum,7560,白马寺
31966,6031,lishujum,7578,神州牡丹园
31967,6031,lishujum,7587,关林庙
31968,6162,kara-matsu,9500,回民街
31969,6162,kara-matsu,9769,华山
31978,4654,bhgu7223,7560,白马寺
31981,3001,sweet爱旅行,7557,龙门石窟
31982,3001,sweet爱旅行,7614,卢舍那大佛
31983,4474,爱旅游用户1867,9501,骊山
31985,4474,爱旅游用户1867,9547,西安博物院
31986,4474,爱旅游用户1867,9494,大雁塔
31988,4474,爱旅游用户1867,9496,西安城墙
31990,2792,深不可测的秋...,7557,龙门石窟
31991,2792,深不可测的秋...,7572,王城公园
31992,2792,深不可测的秋...,7559,隋唐洛阳城国家遗址公园天堂明堂景区
31993,3092,ysmp0897,7641,康百万庄园
31994,3092,ysmp0897,7681,巩义石窟寺
31995,3092,ysmp0897,7671,永昭陵
31996,2209,zhangwangke,7686,竹林长寿山
31998,632,雄鹰王浚,7663,伏羲山大峡谷
31999,632,雄鹰王浚,7673,三泉湖景区
32001,632,雄鹰王浚,7639,伏羲山旅游区
32009,3883,imxp4351,7640,少林寺
32010,3883,imxp4351,7697,塔林
32011,2380,爱旅游用户1868,7677,中国绿化博览园
32013,2380,爱旅游用户1868,7657,郑州市动物园
32014,2241,终有一天踏遍...,7643,嵩山风景名胜区
32015,2241,终有一天踏遍...,7661,三皇寨
32016,878,爱旅游用户1869,7677,中国绿化博览园
32021,6859,xafc5502,7677,中国绿化博览园
32024,3347,巫婆爱禁婆,7706,梦幻星空错觉艺术馆
32026,3347,巫婆爱禁婆,7684,郑州科学技术馆
32028,6341,爱旅游用户1870,7640,少林寺
32031,1114,爱旅游用户1871,7680,郑州人民公园
32034,2406,尕罗,7647,二七纪念塔
32035,3607,爱旅游用户1872,7643,嵩山风景名胜区
32036,3607,爱旅游用户1872,7560,白马寺
32037,1432,冰鉴初心,7562,洛阳老街
32038,1432,冰鉴初心,7722,法王寺
32039,1432,冰鉴初心,7709,太室山
32040,1432,冰鉴初心,7558,洛邑古城
32042,1432,冰鉴初心,7652,嵩阳书院
32043,1432,冰鉴初心,7697,塔林
32047,5397,skyblue2288,7674,郑州博物馆
32050,5397,skyblue2288,8855,人民公园
32053,6969,blanche115,7560,白马寺
32054,6969,blanche115,9497,陕西历史博物馆
32056,6969,blanche115,9491,大唐不夜城
32057,6969,blanche115,9495,大唐芙蓉园
32059,6644,爱旅游用户1873,9860,雅鲁藏布江
32060,6644,爱旅游用户1873,9851,色季拉山
32062,6644,爱旅游用户1873,9358,金沙江
32065,3110,色影姐,7673,三泉湖景区
32066,3110,色影姐,7645,红石林景区
32068,3110,色影姐,7639,伏羲山旅游区
32070,2209,zhangwangke,7897,汝瓷博物馆
